id,page,page_location,type,book_title,book_id,book_page,book_type,anchor_text,interventions,section,chapter
https://derridas-margins.princeton.edu/references/de-la-grammatologie/7a/,7,a,Footnote,De la grammatologie I,https://derridas-margins.princeton.edu/titles/143/,,Journal Article,"On peut la considérer comme le développement d'un essai publié dans la revue *Critique* (décembre 1965 - janvier 1966). L'occasion nous en avait été donné par trois importantes publications : M. V.-David, *Le débat sur les écritures et l'hiéroglyphe aux XVIIe et XVIIIe siècles* (1965) (DE) ; A. Leroi-Gourhan, *Le geste et la parole* (1965) (GP) ; *L'écriture et la psychologie des peuples* (Actes d'un colloque, 1963) (EP).",,Part 1,
https://derridas-margins.princeton.edu/references/de-la-grammatologie/7b/,7,b,Footnote,Le débat sur les écritures et l'hiéroglyphe aux XVIIe et XVIIIe siècles,https://derridas-margins.princeton.edu/titles/4/,,Book,"On peut la considérer comme le développement d'un essai publié dans la revue *Critique* (décembre 1965 - janvier 1966). L'occasion nous en avait été donné par trois importantes publications : M. V.-David, *Le débat sur les écritures et l'hiéroglyphe aux XVIIe et XVIIIe siècles* (1965) (DE) ; A. Leroi-Gourhan, *Le geste et la parole* (1965) (GP) ; *L'écriture et la psychologie des peuples* (Actes d'un colloque, 1963) (EP).",,Part 1,
https://derridas-margins.princeton.edu/references/de-la-grammatologie/7c/,7,c,Footnote,Le geste et la parole,https://derridas-margins.princeton.edu/titles/5/,,Book,"On peut la considérer comme le développement d'un essai publié dans la revue *Critique* (décembre 1965 - janvier 1966). L'occasion nous en avait été donné par trois importantes publications : M. V.-David, *Le débat sur les écritures et l'hiéroglyphe aux XVIIe et XVIIIe siècles* (1965) (DE) ; A. Leroi-Gourhan, *Le geste et la parole* (1965) (GP) ; *L'écriture et la psychologie des peuples* (Actes d'un colloque, 1963) (EP).",,Part 1,
https://derridas-margins.princeton.edu/references/de-la-grammatologie/7d/,7,d,Footnote,L'Ecriture et la psychologie des peuples: actes de colloque,https://derridas-margins.princeton.edu/titles/2/,,Book,"On peut la considérer comme le développement d'un essai publié dans la revue *Critique* (décembre 1965 - janvier 1966). L'occasion nous en avait été donné par trois importantes publications : M. V.-David, *Le débat sur les écritures et l'hiéroglyphe aux XVIIe et XVIIIe siècles* (1965) (DE) ; A. Leroi-Gourhan, *Le geste et la parole* (1965) (GP) ; *L'écriture et la psychologie des peuples* (Actes d'un colloque, 1963) (EP).",,Part 1,
https://derridas-margins.princeton.edu/references/de-la-grammatologie/11a/,11,a,Epigraph,L'écriture cunéiforme et la civilisation mésopotamienne,https://derridas-margins.princeton.edu/titles/235/,87,Book,"Celui qui brillera dans la science de l'écriture brillera comme le soleil. Un scribe (EP, p. 87).",,Part 1,Exergue
https://derridas-margins.princeton.edu/references/de-la-grammatologie/11b/,11,b,Epigraph,L'écriture cunéiforme et la civilisation mésopotamienne,https://derridas-margins.princeton.edu/titles/235/,87,Book,"O Samas (dieu du soleil), tu scrutes de ta lumière la totalité des pays comme si c'était des signes cunéiformes (*ibid.*).",,Part 1,Exergue
https://derridas-margins.princeton.edu/references/de-la-grammatologie/11c/,11,c,Epigraph,Essai sur l'origine des langues,https://derridas-margins.princeton.edu/titles/60/,,Book,Ces trois manières d'écrire répondent assez exactement aux trois divers états sous lesquels on peut considérer les hommes rassemblés en nation. La peinture des objets convient aux peuples sauvages ; les signes des mots et des propositions aux peuples barbares ; et l'alphabet aux peuples policés.,,Part 1,Exergue
https://derridas-margins.princeton.edu/references/de-la-grammatologie/11d/,11,d,Epigraph,Encyclopédie,https://derridas-margins.princeton.edu/titles/109/,256,Book,L'écriture alphabétique est en soi et pour soi la plus intelligente.,,Part 1,Exergue
https://derridas-margins.princeton.edu/references/de-la-grammatologie/12a/,12,a,Footnote,Le discours et le symbole,https://derridas-margins.princeton.edu/titles/72/,171,Book,"Cf. par exemple, les notions d'« élaboration secondaire » ou de « symbolisme de seconde intention » in E. Ortigues, *Le discours et le symbole*, pp. 62 et 171. « Le symbolisme mathématique est une convention d'écriture, un symbolisme scriptural. C'est seulement par un abus de vocabulaire ou par analogie que l'on parle d'un ""langage mathématique"". L'algorithme est en réalité une ""caractéristique"", il consiste en caractères écrits. Il ne parle pas, sinon par l'intermédiaire d'une langue qui fournit non seulement l'expression phonétique des caractères, mais aussi la formulation des axiomes permettant de déterminer la valeur de ces caractères. Il est vrai qu'à la rigueur on pourrait déchiffrer des caractères inconnus, mais cela suppose toujours un savoir acquis, une pensée déjà formée par l'usage de la parole. Donc, en toutes hypothèses, le symbolisme mathématique est le fruit d'une élaboration secondaire, supposant au préalable l'usage d'un discours et la possibilité de concevoir des conventions explicites. Il n'en reste pas moins que l'algorithme mathématique exprimera des lois formelles de symbolisation, des structures syntaxiques, indépendantes de tel ou tel moyen d'expression particulier. » Sur ces problèmes, cf. aussi G.-G. Granger, *Pensée formelle et sciences de l'homme, p. 38 sq. et notamment pp. 43 et 50 sq. (sur le *Renversement des rapports de la langue orale et de l'écriture).",,Part 1,Exergue
https://derridas-margins.princeton.edu/references/de-la-grammatologie/12b/,12,b,Citation,Le discours et le symbole,https://derridas-margins.princeton.edu/titles/72/,62,Book,"Cf. par exemple, les notions d'« élaboration secondaire » ou de « symbolisme de seconde intention » in E. Ortigues, *Le discours et le symbole*, pp. 62 et 171. « Le symbolisme mathématique est une convention d'écriture, un symbolisme scriptural. C'est seulement par un abus de vocabulaire ou par analogie que l'on parle d'un ""langage mathématique"". L'algorithme est en réalité une ""caractéristique"", il consiste en caractères écrits. Il ne parle pas, sinon par l'intermédiaire d'une langue qui fournit non seulement l'expression phonétique des caractères, mais aussi la formulation des axiomes permettant de déterminer la valeur de ces caractères. Il est vrai qu'à la rigueur on pourrait déchiffrer des caractères inconnus, mais cela suppose toujours un savoir acquis, une pensée déjà formée par l'usage de la parole. Donc, en toutes hypothèses, le symbolisme mathématique est le fruit d'une élaboration secondaire, supposant au préalable l'usage d'un discours et la possibilité de concevoir des conventions explicites. Il n'en reste pas moins que l'algorithme mathématique exprimera des lois formelles de symbolisation, des structures syntaxiques, indépendantes de tel ou tel moyen d'expression particulier. » Sur ces problèmes, cf. aussi G.-G. Granger, *Pensée formelle et sciences de l'homme, p. 38 sq. et notamment pp. 43 et 50 sq. (sur le *Renversement des rapports de la langue orale et de l'écriture).",,Part 1,Exergue
https://derridas-margins.princeton.edu/references/de-la-grammatologie/12c/,12,c,Citation,Pensée formelle et sciences de l'homme,https://derridas-margins.princeton.edu/titles/126/,38,Book,"« Le symbolisme mathématique est une convention d'écriture, un symbolisme scriptural. C'est seulement par un abus de vocabulaire ou par analogie que l'on parle d'un ""langage mathématique"". L'algorithme est en réalité une ""caractéristique"", il consiste en caractères écrits. Il ne parle pas, sinon par l'intermédiaire d'une langue qui fournit non seulement l'expression phonétique des caractères, mais aussi la formulation des axiomes permettant de déterminer la valeur de ces caractères. Il est vrai qu'à la rigueur on pourrait déchiffrer des caractères inconnus, mais cela suppose toujours un savoir acquis, une pensée déjà formée par l'usage de la parole. Donc, en toutes hypothèses, le symbolisme mathématique est le fruit d'une élaboration secondaire, supposant au préalable l'usage d'un discours et la possibilité de concevoir des conventions explicites. Il n'en reste pas moins que l'algorithme mathématique exprimera des lois formelles de symbolisation, des structures syntaxiques, indépendantes de tel ou tel moyen d'expression particulier. » Sur ces problèmes, cf. aussi G.-G. Granger, *Pensée formelle et sciences de l'homme, p. 38 sq. et notamment pp. 43 et 50 sq. (sur le *Renversement des rapports de la langue orale et de l'écriture).",,Part 1,Exergue
https://derridas-margins.princeton.edu/references/de-la-grammatologie/12d/,12,d,Citation,Pensée formelle et sciences de l'homme,https://derridas-margins.princeton.edu/titles/126/,43,Book,"« Le symbolisme mathématique est une convention d'écriture, un symbolisme scriptural. C'est seulement par un abus de vocabulaire ou par analogie que l'on parle d'un ""langage mathématique"". L'algorithme est en réalité une ""caractéristique"", il consiste en caractères écrits. Il ne parle pas, sinon par l'intermédiaire d'une langue qui fournit non seulement l'expression phonétique des caractères, mais aussi la formulation des axiomes permettant de déterminer la valeur de ces caractères. Il est vrai qu'à la rigueur on pourrait déchiffrer des caractères inconnus, mais cela suppose toujours un savoir acquis, une pensée déjà formée par l'usage de la parole. Donc, en toutes hypothèses, le symbolisme mathématique est le fruit d'une élaboration secondaire, supposant au préalable l'usage d'un discours et la possibilité de concevoir des conventions explicites. Il n'en reste pas moins que l'algorithme mathématique exprimera des lois formelles de symbolisation, des structures syntaxiques, indépendantes de tel ou tel moyen d'expression particulier. » Sur ces problèmes, cf. aussi G.-G. Granger, *Pensée formelle et sciences de l'homme, p. 38 sq. et notamment pp. 43 et 50 sq. (sur le *Renversement des rapports de la langue orale et de l'écriture).",,Part 1,Exergue
https://derridas-margins.princeton.edu/references/de-la-grammatologie/12e/,12,e,Citation,Pensée formelle et sciences de l'homme,https://derridas-margins.princeton.edu/titles/126/,50,Book,"« Le symbolisme mathématique est une convention d'écriture, un symbolisme scriptural. C'est seulement par un abus de vocabulaire ou par analogie que l'on parle d'un ""langage mathématique"". L'algorithme est en réalité une ""caractéristique"", il consiste en caractères écrits. Il ne parle pas, sinon par l'intermédiaire d'une langue qui fournit non seulement l'expression phonétique des caractères, mais aussi la formulation des axiomes permettant de déterminer la valeur de ces caractères. Il est vrai qu'à la rigueur on pourrait déchiffrer des caractères inconnus, mais cela suppose toujours un savoir acquis, une pensée déjà formée par l'usage de la parole. Donc, en toutes hypothèses, le symbolisme mathématique est le fruit d'une élaboration secondaire, supposant au préalable l'usage d'un discours et la possibilité de concevoir des conventions explicites. Il n'en reste pas moins que l'algorithme mathématique exprimera des lois formelles de symbolisation, des structures syntaxiques, indépendantes de tel ou tel moyen d'expression particulier. » Sur ces problèmes, cf. aussi G.-G. Granger, *Pensée formelle et sciences de l'homme, p. 38 sq. et notamment pp. 43 et 50 sq. (sur le *Renversement des rapports de la langue orale et de l'écriture).",,Part 1,Exergue
https://derridas-margins.princeton.edu/references/de-la-grammatologie/12f/,12,f,Footnote,La Chine. Aspects et fonctions de l'écriture,https://derridas-margins.princeton.edu/titles/233/,44,Book,"Tous les ouvrages consacrés à l'histoire de l'écriture font une place au problème de l'introduction de l'écriture phonétique dans des cultures qui jusqu'ici ne la pratiquaient pas. Cf. par ex. EP, p. 44 sq. ou *La réforme de l'écriture chinoise*, in *Linguistique, Recherches internationales à la lumière du marxisme*, n° 7, mai-juin 1958.",,Part 1,Exergue
https://derridas-margins.princeton.edu/references/de-la-grammatologie/12g/,12,g,Footnote,La réforme de l'écriture chinoise,https://derridas-margins.princeton.edu/titles/142/,,Journal Article,"Tous les ouvrages consacrés à l'histoire de l'écriture font une place au problème de l'introduction de l'écriture phonétique dans des cultures qui jusqu'ici ne la pratiquaient pas. Cf. par ex. EP, p. 44 sq. ou *La réforme de l'écriture chinoise*, in *Linguistique, Recherches internationales à la lumière du marxisme*, n° 7, mai-juin 1958.",,Part 1,Exergue
https://derridas-margins.princeton.edu/references/de-la-grammatologie/13a/,13,a,Footnote,Dictionnaire de la langue française. Tome 4,https://derridas-margins.princeton.edu/titles/181/,,Book,"*Grammatologie* : « Traité des lettres, de l'alphabet, de la syllabation, de la lecture et de l'écriture », Littré. À notre connaissance, ce mot n'a été utilisé, de nos jours, pour désigner le projet d'une science moderne, que par I. J. Gelb. Cf. *A study of writing the foundations of grammatology*, 1952 (le sous-titre disparaît dans la réédition de 1963). Malgré un souci de classification systématique ou simplifiée et malgré des hypothèses controversées sur la monogénèse ou la polygénèse des écritures, ce livre répond au modèle des histoires classiques de l'écriture.",,Part 1,Exergue
https://derridas-margins.princeton.edu/references/de-la-grammatologie/13b/,13,b,Footnote,"A study of writing the foundations of grammatology, 1952",https://derridas-margins.princeton.edu/titles/98/,23,Book,"*Grammatologie* : « Traité des lettres, de l'alphabet, de la syllabation, de la lecture et de l'écriture », Littré. À notre connaissance, ce mot n'a été utilisé, de nos jours, pour désigner le projet d'une science moderne, que par I. J. Gelb. Cf. *A study of writing the foundations of grammatology*, 1952 (le sous-titre disparaît dans la réédition de 1963). Malgré un souci de classification systématique ou simplifiée et malgré des hypothèses controversées sur la monogénèse ou la polygénèse des écritures, ce livre répond au modèle des histoires classiques de l'écriture.",,Part 1,Exergue
https://derridas-margins.princeton.edu/references/de-la-grammatologie/15a/,15,a,Epigraph,La Naissance de la tragédie,https://derridas-margins.princeton.edu/titles/116/,172,Book,"Socrate, celui qui n'écrit pas.",,Part 1,Chapter 1
https://derridas-margins.princeton.edu/references/de-la-grammatologie/16a/,16,a,Footnote,Langue et écriture,https://derridas-margins.princeton.edu/titles/227/,35,Journal Article,"Parler ici d'une écriture première ne revient pas à affirmer une priorité chronologique de fait. On connaît ce débat  : l'écriture est-elle, comme l'affirmaient par exemple Metchnaninov et Marr, puis Loukotka, « antérieure au langage phonétique » ? (Conclusion assumée par la première édition de la Grande Encyclopédie Soviétique, puis contredite par Staline. Sur ce débat, cf. V. Istrine, *Langue et écriture*, in *Linguistique, op. cit.*, pp. 35, 60. Ce débat s'est aussi fixé autour des thèses du P. van Ginneken. Sur la discussion de ces thèses, cf. J. Février, *Histoire de l'écriture*, Payot, 1948-1959, p. 5 sq.) Nous essaierons de montrer plus loin pourquoi les termes et les prémisses d'un tel débat appellent la suspicion.",,Part 1,Chapter 1
https://derridas-margins.princeton.edu/references/de-la-grammatologie/16b/,16,b,Footnote,Langue et écriture,https://derridas-margins.princeton.edu/titles/227/,60,Journal Article,"Parler ici d'une écriture première ne revient pas à affirmer une priorité chronologique de fait. On connaît ce débat  : l'écriture est-elle, comme l'affirmaient par exemple Metchnaninov et Marr, puis Loukotka, « antérieure au langage phonétique » ? (Conclusion assumée par la première édition de la Grande Encyclopédie Soviétique, puis contredite par Staline. Sur ce débat, cf. V. Istrine, *Langue et écriture*, in *Linguistique, op. cit.*, pp. 35, 60. Ce débat s'est aussi fixé autour des thèses du P. van Ginneken. Sur la discussion de ces thèses, cf. J. Février, *Histoire de l'écriture*, Payot, 1948-1959, p. 5 sq.) Nous essaierons de montrer plus loin pourquoi les termes et les prémisses d'un tel débat appellent la suspicion.",,Part 1,Chapter 1
https://derridas-margins.princeton.edu/references/de-la-grammatologie/16c/,16,c,Footnote,Histoire de l'écriture,https://derridas-margins.princeton.edu/titles/228/,5,Book,"Parler ici d'une écriture première ne revient pas à affirmer une priorité chronologique de fait. On connaît ce débat  : l'écriture est-elle, comme l'affirmaient par exemple Metchnaninov et Marr, puis Loukotka, « antérieure au langage phonétique » ? (Conclusion assumée par la première édition de la Grande Encyclopédie Soviétique, puis contredite par Staline. Sur ce débat, cf. V. Istrine, *Langue et écriture*, in *Linguistique, op. cit.*, pp. 35, 60. Ce débat s'est aussi fixé autour des thèses du P. van Ginneken. Sur la discussion de ces thèses, cf. J. Février, *Histoire de l'écriture*, Payot, 1948-1959, p. 5 sq.) Nous essaierons de montrer plus loin pourquoi les termes et les prémisses d'un tel débat appellent la suspicion.",,Part 1,Chapter 1
https://derridas-margins.princeton.edu/references/de-la-grammatologie/17a/,17,a,Quotation,Émile ou de l'éducation,https://derridas-margins.princeton.edu/titles/86/,,Book,"plus fondamentale que celle qui, avant cette conversion, passait pour le simple « supplément à la parole » (Rousseau).",,Part 1,Chapter 1
https://derridas-margins.princeton.edu/references/de-la-grammatologie/17b/,17,b,Footnote,La voix et le phénomène,https://derridas-margins.princeton.edu/titles/10/,,Book,C'est un problème que nous abordons plus directement dans *La voix et le phénomène* (P.U.F. 1967).,,Part 1,Chapter 1
https://derridas-margins.princeton.edu/references/de-la-grammatologie/20a/,20,a,Footnote,L'Ecriture et la psychologie des peuples: actes de colloque,https://derridas-margins.princeton.edu/titles/2/,126,Book,"Cf. par ex. EP. pp. 126, 148, 355, etc. D'un autre point de vue, cf. Jakobson, *Essais de linguistique générale* (tr. fr. p. 116)",,Part 1,Chapter 1
https://derridas-margins.princeton.edu/references/de-la-grammatologie/20b/,20,b,Footnote,Les écritures indiennes. Le monde indien et son système graphique.,https://derridas-margins.princeton.edu/titles/237/,148,Book,"Cf. par ex. EP. pp. 126, 148, 355, etc. D'un autre point de vue, cf. Jakobson, *Essais de linguistique générale* (tr. fr. p. 116)",,Part 1,Chapter 1
https://derridas-margins.princeton.edu/references/de-la-grammatologie/20c/,20,c,Footnote,L'Ecriture et la psychologie des peuples: actes de colloque,https://derridas-margins.princeton.edu/titles/2/,355,Book,"Cf. par ex. EP. pp. 126, 148, 355, etc. D'un autre point de vue, cf. Jakobson, *Essais de linguistique générale* (tr. fr. p. 116)",,Part 1,Chapter 1
https://derridas-margins.princeton.edu/references/de-la-grammatologie/20d/,20,d,Footnote,Essais de linguistique générale,https://derridas-margins.princeton.edu/titles/107/,116,Book,"Cf. par ex. EP. pp. 126, 148, 355, etc. D'un autre point de vue, cf. Jakobson, *Essais de linguistique générale* (tr. fr. p. 116)",,Part 1,Chapter 1
https://derridas-margins.princeton.edu/references/de-la-grammatologie/21a/,21,a,Quotation,"Organon: Catégories, De L'interprétation",https://derridas-margins.princeton.edu/titles/125/,77,Book,"Si, pour Aristote, par exemple, « les sons émis par la voix (*τὰ ἐν τῇ φωνῇ*) sont les symboles des états de l'âme (*παθήματα τῆς ψυχῆς*) et les mots écrits les symboles des mots émis par la voix » (*De l'interprétation* 1, 16 a 3), c'est que la voix, productrice des *premiers symboles*, a un rapport de proximité essentielle et immédiate avec l'âme.",,Part 1,Chapter 1
https://derridas-margins.princeton.edu/references/de-la-grammatologie/21b/,21,b,Quotation,"Organon: Catégories, De L'interprétation",https://derridas-margins.princeton.edu/titles/125/,78,Book,"« De même que l'écriture n'est pas la même pour tous les hommes, les mots parlés ne sont pas non plus les mêmes, alors que les états de l'âme dont ces expressions sont *immédiatement les signes* (*σημεὶα πρώτως*) sont identiques chez tous, comme sont identiques aussi les choses dont ces états sont les images » (16 a. Nous soulignons).",,Part 1,Chapter 1
https://derridas-margins.princeton.edu/references/de-la-grammatologie/22a/,22,a,Quotation,"Esthétique, III, I.",https://derridas-margins.princeton.edu/titles/110/,16,Book,"« Ce mouvement idéal, par lequel, dirait-on, se manifeste la simple subjectivité, l'âme du corps résonnant, l'oreille le perçoit de la même manière théorique que celle dont l'œil perçoit la couleur ou la forme, l'intériorité de l'objet devenant ainsi celle du sujet lui-même » (*Esthétique*, III, I., tr. fr. p. 16).",,Part 1,Chapter 1
https://derridas-margins.princeton.edu/references/de-la-grammatologie/22b/,22,b,Quotation,"Esthétique, III, I.",https://derridas-margins.princeton.edu/titles/110/,296,Book,"« … L'oreille au contraire, sans se tourner pratiquement vers les objets, perçoit le résultat de ce tremblement intérieur du corps par lequel se manifeste et se révèle, non la figure matérielle, mais une première idéalité venant de l'âme » (p. 296).",,Part 1,Chapter 1
https://derridas-margins.princeton.edu/references/de-la-grammatologie/22c/,22,c,Footnote,Le problème de l'être chez Aristote,https://derridas-margins.princeton.edu/titles/6/,106-108,Book,"C'est ce que montre Pierre Aubenque (*Le problème de l'être chez Aristote*, p. 106 sq.). Au cours d'une remarquable analyse, dont nous nous inspirons ici, P. Aubenque note en effet : « Dans d'autres textes, il est vrai, Aristote qualifie de symbole le rapport du langage aux choses : ""Il n'est pas possible d'apporter dans la discussion les choses elles-mêmes, mais, au lieu des choses, nous devons nous servir de leurs noms comme de symboles."" L'intermédiaire que constituait l'état d'âme et ici supprimé ou du moins négligé, mais cette suppression est légitime, puisque les états d'âme se comportant comme les choses, celles-ci peuvent leur être immédiatement substituées. En revanche, on ne peut pas substituer, sans plus, le nom à la chose … » (p. 107-108).",,Part 1,Chapter 1
https://derridas-margins.princeton.edu/references/de-la-grammatologie/22d/,22,d,Footnote,Le problème de l'être chez Aristote,https://derridas-margins.princeton.edu/titles/6/,107-108,Book,"C'est ce que montre Pierre Aubenque (*Le problème de l'être chez Aristote*, p. 106 sq.). Au cours d'une remarquable analyse, dont nous nous inspirons ici, P. Aubenque note en effet : « Dans d'autres textes, il est vrai, Aristote qualifie de symbole le rapport du langage aux choses : ""Il n'est pas possible d'apporter dans la discussion les choses elles-mêmes, mais, au lieu des choses, nous devons nous servir de leurs noms comme de symboles."" L'intermédiaire que constituait l'état d'âme et ici supprimé ou du moins négligé, mais cette suppression est légitime, puisque les états d'âme se comportant comme les choses, celles-ci peuvent leur être immédiatement substituées. En revanche, on ne peut pas substituer, sans plus, le nom à la chose … » (p. 107-108).",,Part 1,Chapter 1
https://derridas-margins.princeton.edu/references/de-la-grammatologie/24a/,24,a,Quotation,Essais de linguistique générale,https://derridas-margins.princeton.edu/titles/107/,162,Book,"La pensée structuraliste moderne l'a clairement établi : le langage est un système de signes, la linguistique est partie intégrante de la science des signes, la *sémiotique* (ou, dans les termes de Saussure, la *sémiologie*). La définition médiévale – aliquid stat pro aliquo – que notre époque a ressuscité, s'est montrée toujours valable et féconde. C'est ainsi que la marque constitutive de tout signe en général, du signe linguistique en particulier, réside dans son caractère double : chaque unité linguistique est bipartite et comporte deux aspects ; l'un sensible et l'autre intelligible – d'une part le signans (le *signifiant* de Saussure), d'autre part le *signatum* (le signifié). Ces deux éléments constitutifs du signe linguistique (et du signe en général) se supposent et s'appellent nécessairement l'un l'autre. »",,Part 1,Chapter 1
https://derridas-margins.princeton.edu/references/de-la-grammatologie/24b/,24,b,Footnote,Le discours et le symbole,https://derridas-margins.princeton.edu/titles/72/,54,Book,"Sur ce problème, sur la tradition du concept du signe et sur l'originalité de l'apport saussurien à l'intérieur de cette continuité, cf. Ortigues, *op. cit*, p. 54 sq.",,Part 1,Chapter 1
https://derridas-margins.princeton.edu/references/de-la-grammatologie/26a/,26,a,Quotation,Phaedrus,https://derridas-margins.princeton.edu/titles/212/,(278a)170,Book,"l'écriture de la vérité dans l'âme, opposée par le *Phèdre* (278 a) à la mauvaise écriture (à l'écriture au sens « propre » et courant, à l'écriture « sensible », « dans l'espace »)",,Part 1,Chapter 1
https://derridas-margins.princeton.edu/references/de-la-grammatologie/26a/,26,a,Quotation,Phèdre,https://derridas-margins.princeton.edu/titles/214/,(278a)289,Book,"l'écriture de la vérité dans l'âme, opposée par le *Phèdre* (278 a) à la mauvaise écriture (à l'écriture au sens « propre » et courant, à l'écriture « sensible », « dans l'espace »)",,Part 1,Chapter 1
https://derridas-margins.princeton.edu/references/de-la-grammatologie/26a/,26,a,Quotation,Phèdre,https://derridas-margins.princeton.edu/titles/215/,(278a)94,Book,"l'écriture de la vérité dans l'âme, opposée par le *Phèdre* (278 a) à la mauvaise écriture (à l'écriture au sens « propre » et courant, à l'écriture « sensible », « dans l'espace »)",,Part 1,Chapter 1
https://derridas-margins.princeton.edu/references/de-la-grammatologie/26b/,26,b,Quotation,La littérature européenne et le Moyen Âge latin,https://derridas-margins.princeton.edu/titles/114/,372,Book,"Dans *Le symbolisme du livre*, ce beau chapitre de *La littérature européenne et le Moyen Âge latin, E. R. Curtius décrit avec une grande richesse d'exemples l'évolution qui conduit du *Phèdre* à Calderon, jusqu'à paraître « inverser la situation » (tr. fr. p. 372) par la « nouvelle considération dont jouissait le livre » (p. 374).",,Part 1,Chapter 1
